timestamp,process_cpu_usage,jvm_heap_used_bytes,gc_pause_count,gc_pause_total_time_s,hikaricp_active,hikaricp_pending,hikaricp_max,http_invoices_post_count,http_invoices_post_total_time_s,http_invoices_post_max_s
2026-08-25T10:34:28.6112685+00:00,0.8883458646616541,71584024,3,0.079,0,0,10,,,
2026-08-25T10:34:30.0805192+00:00,0.9368421052631579,81709832,5,0.224,10,85,10,305,883.117570922,7.802011685
2026-08-25T10:34:43.6847946+00:00,0.9931428571428571,111596648,11,1.463,10,167,10,845,3645.62392225,14.500280875
2026-08-25T10:34:59.6899201+00:00,0.9991379310344828,137713952,11,1.463,9,57,10,957,4321.746251551,19.222752423
2026-08-25T10:35:02.4755704+00:00,0.9629629629629629,102784984,12,1.486,0,0,10,1000,4575.835685445,19.222752423
2026-08-25T10:35:03.6860741+00:00,0.7125,104174112,12,1.486,0,0,10,1000,4575.835685445,19.222752423
2026-08-25T10:35:04.7777525+00:00,0.55,105397648,12,1.486,0,0,10,1000,4575.835685445,19.222752423
2026-08-25T10:35:05.8840217+00:00,0.5875,106641488,12,1.486,0,0,10,1000,4575.835685445,19.222752423
